"","sum","sd","subj","upper","lower"
"X160",-0.689349457204973,0.0330592461272443,160,-0.656290211077729,-0.722408703332217
"X161",-0.753554982545832,0.10730068417762,161,-0.646254298368212,-0.860855666723452
"X162",-0.707050527952456,0.019207018698011,162,-0.687843509254445,-0.726257546650467
"X163",-0.769019609006899,0.0788388696998067,163,-0.690180739307092,-0.847858478706705
"X164",-0.709581963695469,0.0400000830062739,164,-0.669581880689195,-0.749582046701743
"X165",-0.440999295926232,0.0789389406015167,165,-0.362060355324715,-0.519938236527749
"X166",-0.794403338101391,0.073355315369815,166,-0.721048022731576,-0.867758653471206
"X167",-0.714243311578423,0.0363118005723253,167,-0.677931511006098,-0.750555112150749
"X168",-0.703988679741044,0.0266081393967495,168,-0.677380540344294,-0.730596819137793
"X169",-0.716532748580844,0.044584795987011,169,-0.671947952593833,-0.761117544567855
"X170",-0.669449726376568,0.033845842610684,170,-0.635603883765884,-0.703295568987252
"X171",-0.73151830524079,0.0511280100502139,171,-0.680390295190576,-0.782646315291003
"X172",-0.739268275135536,0.0635041676524204,172,-0.675764107483116,-0.802772442787957
"X173",-0.714603752677859,0.0412125751678737,173,-0.673391177509985,-0.755816327845732
"X174",-0.263984096454418,0.126370481438628,174,-0.13761361501579,-0.390354577893046
"X175",-0.720060359297923,0.0641513476359526,175,-0.655909011661971,-0.784211706933876
"X176",-0.966877574723969,0.438427929590889,176,-0.52844964513308,-1.40530550431486
"X177",-0.646251939081639,0.0668370923054679,177,-0.579414846776171,-0.713089031387107
"X178",-1.02658971883825,0.247437663137637,178,-0.77915205570061,-1.27402738197588
"X179",-0.885255304554963,0.133720259729247,179,-0.751535044825716,-1.01897556428421
"X180",-0.857288744797759,0.116201134409147,180,-0.741087610388612,-0.973489879206907
"X181",-0.703668057108846,0.0217283649220637,181,-0.681939692186782,-0.72539642203091
"X182",-0.244389357162012,0.0640962512966075,182,-0.180293105865404,-0.308485608458619
"X183",-0.383171145259895,0.123251377046845,183,-0.25991976821305,-0.506422522306741
"X184",-0.657814018666597,0.0187319929474573,184,-0.63908202571914,-0.676546011614054
"X185",-0.919350892907392,0.15873017612313,185,-0.760620716784262,-1.07808106903052
"X186",-0.821663222187176,0.0796742741191343,186,-0.741988948068042,-0.901337496306311
"X187",-0.0657339948115758,0.0368189676179298,187,-0.028915027193646,-0.102552962429506
"X188",-0.408462298594486,0.0416662326577341,188,-0.366796065936752,-0.45012853125222
"X189",-0.579424686829407,0.1278462123737,189,-0.451578474455707,-0.707270899203107
"X190",-0.790038557069541,0.0657532114420584,190,-0.724285345627483,-0.8557917685116
"X191",-0.73110309346217,0.0703204216123047,191,-0.660782671849865,-0.801423515074475
"X192",-0.360653142675293,0.146232885093548,192,-0.214420257581745,-0.506886027768841
"X193",-0.678954989635031,0.0271027899988062,193,-0.651852199636225,-0.706057779633838
"X194",-0.731431647851915,0.117378933640803,194,-0.614052714211111,-0.848810581492718
"X195",-0.856036318788389,0.0666315917185972,195,-0.789404727069792,-0.922667910506987
"X196",-0.706651867494436,0.0203869657697054,196,-0.68626490172473,-0.727038833264141
"X197",-0.697559754592355,0.0246061202664664,197,-0.672953634325888,-0.722165874858821
"X198",-0.24548156036752,0.260888436315606,198,0.015406875948086,-0.506369996683127
"X199",-0.812306535237185,0.330754265768406,199,-0.481552269468779,-1.14306080100559
"X200",-0.712911421655182,0.0229413048222008,200,-0.689970116832981,-0.735852726477383
"X201",-0.588911435458887,0.0234580784749021,201,-0.565453356983985,-0.612369513933789
"X202",-0.67754670335507,0.0325151839344155,202,-0.645031519420655,-0.710061887289486
"X203",-0.886566972604468,0.165494018474388,203,-0.72107295413008,-1.05206099107886
"X204",-0.263117544999558,0.0875595057381728,204,-0.175558039261385,-0.350677050737731
"X205",-0.760517167593563,0.0471739355681164,205,-0.713343232025447,-0.80769110316168
