"name","game","prob",,"c","r","N",
,3,0.1,0.3,1,0,,
,3,0.1,0.3,2,1,,
,3,0.1,0.3,1,0,,
,3,0.1,0.3,2,1,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,1,0,,
,3,0.1,0.3,2,1,,
,3,0.1,0.3,1,0,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,1,0,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,1,0,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,1,0,,
,3,0.1,0.3,2,1,,
,3,0.1,0.3,1,0,,
,3,0.1,0.3,2,0,,
,4,0.9,0.7,1,1,,
,4,0.9,0.7,2,0,,
,4,0.9,0.7,1,0,,
,4,0.9,0.7,2,1,,
,4,0.9,0.7,1,1,,
,4,0.9,0.7,2,0,,
,4,0.9,0.7,1,1,,
,4,0.9,0.7,2,0,,
,4,0.9,0.7,1,1,,
,4,0.9,0.7,2,0,,
,4,0.9,0.7,1,1,,
,4,0.9,0.7,2,0,,
,4,0.9,0.7,1,1,,
,4,0.9,0.7,2,1,,
,4,0.9,0.7,1,1,,
,4,0.9,0.7,2,1,,
,4,0.9,0.7,1,1,,
,4,0.9,0.7,2,1,,
,4,0.9,0.7,1,1,,
,4,0.9,0.7,2,0,,
,4,0.9,0.7,1,0,,
,4,0.9,0.7,2,1,,
,4,0.9,0.7,1,1,,
,4,0.9,0.7,2,0,,
,4,0.9,0.7,1,1,,

"name","game","prob",,"c","r","N",
"88455_1382376268649.csv",1,0.1,0.3,1,0,100,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,2,1,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,2,1,,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,2,1,,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,2,1,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,2,0,,
,2,0.7,0.9,1,0,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,1,1,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,1,0,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,1,1,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,1,1,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,1,1,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,1,1,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,1,1,,
,2,0.7,0.9,2,0,,
,2,0.7,0.9,1,1,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,1,1,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,1,1,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,1,1,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,1,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,0,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,1,,
,3,0.9,0.7,1,0,,
,3,0.9,0.7,2,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,0,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,1,1,,
,4,0.3,0.1,1,1,,
,4,0.3,0.1,2,1,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,2,0,,
,4,0.3,0.1,1,1,,
,4,0.3,0.1,2,0,,
,4,0.3,0.1,1,1,,
,4,0.3,0.1,2,0,,
,4,0.3,0.1,1,1,,
,4,0.3,0.1,2,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,1,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,1,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,2,0,,
,4,0.3,0.1,2,0,,
,4,0.3,0.1,2,0,,
,4,0.3,0.1,2,0,,
,4,0.3,0.1,2,0,,
,4,0.3,0.1,2,0,,
,4,0.3,0.1,1,0,,

"name","game","prob",,"c","r","N",
"93241_1382376366087.csv",1,0.9,0.7,2,0,100,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,2,0,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,2,1,,
,1,0.9,0.7,2,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,2,0,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,2,0,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,2,0,,
,1,0.9,0.7,1,0,,
,1,0.9,0.7,2,0,,
,1,0.9,0.7,1,1,,
,2,0.1,0.3,1,1,,
,2,0.1,0.3,1,0,,
,2,0.1,0.3,1,0,,
,2,0.1,0.3,1,0,,
,2,0.1,0.3,2,0,,
,2,0.1,0.3,2,0,,
,2,0.1,0.3,2,0,,
,2,0.1,0.3,1,0,,
,2,0.1,0.3,1,1,,
,2,0.1,0.3,1,0,,
,2,0.1,0.3,1,0,,
,2,0.1,0.3,1,0,,
,2,0.1,0.3,2,0,,
,2,0.1,0.3,2,1,,
,2,0.1,0.3,2,0,,
,2,0.1,0.3,2,1,,
,2,0.1,0.3,2,1,,
,2,0.1,0.3,2,0,,
,2,0.1,0.3,2,0,,
,2,0.1,0.3,2,0,,
,2,0.1,0.3,2,0,,
,2,0.1,0.3,2,1,,
,2,0.1,0.3,2,0,,
,2,0.1,0.3,2,1,,
,2,0.1,0.3,2,1,,
,3,0.3,0.1,1,1,,
,3,0.3,0.1,1,0,,
,3,0.3,0.1,1,1,,
,3,0.3,0.1,1,1,,
,3,0.3,0.1,1,0,,
,3,0.3,0.1,1,0,,
,3,0.3,0.1,1,0,,
,3,0.3,0.1,2,1,,
,3,0.3,0.1,2,0,,
,3,0.3,0.1,2,0,,
,3,0.3,0.1,2,0,,
,3,0.3,0.1,1,0,,
,3,0.3,0.1,1,0,,
,3,0.3,0.1,1,0,,
,3,0.3,0.1,1,0,,
,3,0.3,0.1,2,0,,
,3,0.3,0.1,2,0,,
,3,0.3,0.1,2,0,,
,3,0.3,0.1,2,0,,
,3,0.3,0.1,2,0,,
,3,0.3,0.1,1,0,,
,3,0.3,0.1,1,1,,
,3,0.3,0.1,1,0,,
,3,0.3,0.1,1,0,,
,3,0.3,0.1,1,1,,
,4,0.7,0.9,1,0,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,1,0,,
,4,0.7,0.9,2,1,,
,4,0.7,0.9,2,1,,
,4,0.7,0.9,2,1,,
,4,0.7,0.9,2,1,,
,4,0.7,0.9,2,1,,
,4,0.7,0.9,2,1,,
,4,0.7,0.9,2,1,,
,4,0.7,0.9,2,1,,
,4,0.7,0.9,2,0,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,1,0,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,1,1,,

"name","game","prob",,"c","r","N",
"94391_1382376355330.csv",1,0.9,0.7,2,1,100,
,1,0.9,0.7,2,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,2,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,2,1,,
,1,0.9,0.7,2,0,,
,1,0.9,0.7,2,1,,
,1,0.9,0.7,2,0,,
,1,0.9,0.7,2,1,,
,1,0.9,0.7,2,0,,
,1,0.9,0.7,1,0,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,2,1,,
,1,0.9,0.7,2,1,,
,1,0.9,0.7,2,1,,
,1,0.9,0.7,2,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,1,0,,
,1,0.9,0.7,2,1,,
,1,0.9,0.7,2,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,1,1,,
,1,0.9,0.7,2,0,,
,2,0.7,0.9,1,1,,
,2,0.7,0.9,1,1,,
,2,0.7,0.9,1,0,,
,2,0.7,0.9,1,0,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,1,0,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,2,0,,
,2,0.7,0.9,1,0,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,2,1,,
,2,0.7,0.9,2,1,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,1,0,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,2,1,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,1,0,,
,3,0.1,0.3,1,0,,
,3,0.1,0.3,2,1,,
,3,0.1,0.3,2,1,,
,3,0.1,0.3,2,1,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,1,0,,
,3,0.1,0.3,1,0,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,1,0,,
,3,0.1,0.3,1,0,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,2,0,,
,3,0.1,0.3,1,0,,
,3,0.1,0.3,1,0,,
,3,0.1,0.3,1,0,,
,3,0.1,0.3,1,1,,
,3,0.1,0.3,1,0,,
,3,0.1,0.3,2,1,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,2,0,,
,4,0.3,0.1,2,1,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,1,,
,4,0.3,0.1,2,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,1,,
,4,0.3,0.1,2,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,1,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,2,1,,
,4,0.3,0.1,2,1,,
,4,0.3,0.1,2,0,,
,4,0.3,0.1,1,1,,
,4,0.3,0.1,2,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,0,,
,4,0.3,0.1,1,0,,

"name","game","prob",,"c","r","N",
"98534_1382376335283.csv",1,0.3,0.1,1,0,100,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,1,1,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,1,0,,
,1,0.3,0.1,2,0,,
,1,0.3,0.1,1,1,,
,2,0.1,0.3,1,0,,
,2,0.1,0.3,2,0,,
,2,0.1,0.3,1,0,,
,2,0.1,0.3,2,1,,
,2,0.1,0.3,1,0,,
,2,0.1,0.3,2,0,,
,2,0.1,0.3,1,0,,
,2,0.1,0.3,2,1,,
,2,0.1,0.3,1,0,,
,2,0.1,0.3,2,0,,
,2,0.1,0.3,1,0,,
,2,0.1,0.3,2,1,,
,2,0.1,0.3,1,0,,
,2,0.1,0.3,2,0,,
,2,0.1,0.3,1,0,,
,2,0.1,0.3,2,0,,
,2,0.1,0.3,1,0,,
,2,0.1,0.3,2,1,,
,2,0.1,0.3,1,0,,
,2,0.1,0.3,2,0,,
,2,0.1,0.3,1,0,,
,2,0.1,0.3,2,0,,
,2,0.1,0.3,1,0,,
,2,0.1,0.3,2,1,,
,2,0.1,0.3,1,0,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,0,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,0,,
,3,0.9,0.7,1,0,,
,3,0.9,0.7,2,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,0,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,0,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,1,,
,3,0.9,0.7,1,1,,
,3,0.9,0.7,2,1,,
,3,0.9,0.7,1,1,,
,4,0.7,0.9,1,0,,
,4,0.7,0.9,2,1,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,2,1,,
,4,0.7,0.9,1,0,,
,4,0.7,0.9,2,1,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,2,1,,
,4,0.7,0.9,1,0,,
,4,0.7,0.9,2,0,,
,4,0.7,0.9,1,0,,
,4,0.7,0.9,2,1,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,2,0,,
,4,0.7,0.9,1,0,,
,4,0.7,0.9,2,1,,
,4,0.7,0.9,1,0,,
,4,0.7,0.9,2,1,,
,4,0.7,0.9,1,0,,
,4,0.7,0.9,2,1,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,2,1,,
,4,0.7,0.9,1,1,,
,4,0.7,0.9,2,1,,
,4,0.7,0.9,1,0,,

"name","game","prob",,"c","r","N",
"98912_1382376412466.csv",1,0.1,0.3,1,0,100,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,2,1,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,2,1,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,2,1,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,1,1,,
,1,0.1,0.3,2,0,,
,1,0.1,0.3,1,0,,
,1,0.1,0.3,2,1,,
,1,0.1,0.3,1,0,,
,2,0.3,0.1,1,1,,
,2,0.3,0.1,2,0,,
,2,0.3,0.1,1,0,,
,2,0.3,0.1,2,0,,
,2,0.3,0.1,1,0,,
,2,0.3,0.1,2,0,,
,2,0.3,0.1,1,1,,
,2,0.3,0.1,2,0,,
,2,0.3,0.1,1,0,,
,2,0.3,0.1,2,0,,
,2,0.3,0.1,1,0,,
,2,0.3,0.1,2,0,,
,2,0.3,0.1,1,1,,
,2,0.3,0.1,2,1,,
,2,0.3,0.1,1,0,,
,2,0.3,0.1,2,0,,
,2,0.3,0.1,1,0,,
,2,0.3,0.1,2,1,,
,2,0.3,0.1,2,0,,
,2,0.3,0.1,2,0,,
,2,0.3,0.1,2,0,,
,2,0.3,0.1,1,1,,
,2,0.3,0.1,2,1,,
,2,0.3,0.1,1,1,,
,2,0.3,0.1,2,0,,
,3,0.7,0.9,1,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,1,0,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,1,0,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,1,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,1,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,1,0,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,1,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,1,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,1,0,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,1,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,1,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,1,1,,
,3,0.7,0.9,2,1,,
,3,0.7,0.9,1,1,,
,4,0.9,0.7,1,1,,
,4,0.9,0.7,2,0,,
,4,0.9,0.7,2,1,,
,4,0.9,0.7,1,1,,
,4,0.9,0.7,2,1,,
,4,0.9,0.7,1,0,,
,4,0.9,0.7,2,1,,
,4,0.9,0.7,1,1,,
,4,0.9,0.7,2,1,,
,4,0.9,0.7,1,1,,
,4,0.9,0.7,2,0,,
,4,0.9,0.7,1,1,,
,4,0.9,0.7,2,0,,
,4,0.9,0.7,1,1,,
,4,0.9,0.7,2,1,,
,4,0.9,0.7,1,1,,
,4,0.9,0.7,2,1,,
,4,0.9,0.7,1,1,,
,4,0.9,0.7,2,1,,
,4,0.9,0.7,1,1,,
,4,0.9,0.7,2,1,,
,4,0.9,0.7,1,1,,
,4,0.9,0.7,2,0,,
,4,0.9,0.7,1,1,,
,4,0.9,0.7,2,0,,

"name","game","prob",,"c","r","N",
"08398_1382377707965.csv",1,0.8,0.7,1,1,100,
,1,0.8,0.7,2,0,,
,1,0.8,0.7,1,0,,
,1,0.8,0.7,2,1,,
,1,0.8,0.7,1,1,,
,1,0.8,0.7,2,0,,
,1,0.8,0.7,1,1,,
,1,0.8,0.7,1,0,,
,1,0.8,0.7,2,0,,
,1,0.8,0.7,2,0,,
,1,0.8,0.7,2,0,,
,1,0.8,0.7,1,0,,
,1,0.8,0.7,2,0,,
,1,0.8,0.7,1,1,,
,1,0.8,0.7,2,1,,
,1,0.8,0.7,1,1,,
,1,0.8,0.7,2,0,,
,1,0.8,0.7,1,0,,
,1,0.8,0.7,2,1,,
,1,0.8,0.7,1,1,,
,1,0.8,0.7,2,1,,
,1,0.8,0.7,2,1,,
,1,0.8,0.7,2,1,,
,1,0.8,0.7,2,1,,
,1,0.8,0.7,1,1,,
,2,0.3,0.2,1,1,,
,2,0.3,0.2,2,0,,
,2,0.3,0.2,1,0,,
,2,0.3,0.2,1,0,,
,2,0.3,0.2,1,1,,
,2,0.3,0.2,2,0,,
,2,0.3,0.2,2,1,,
,2,0.3,0.2,1,1,,
,2,0.3,0.2,1,0,,
,2,0.3,0.2,1,0,,
,2,0.3,0.2,1,0,,
,2,0.3,0.2,2,1,,
,2,0.3,0.2,2,0,,
,2,0.3,0.2,1,0,,
,2,0.3,0.2,1,1,,
,2,0.3,0.2,2,0,,
,2,0.3,0.2,2,0,,
,2,0.3,0.2,2,0,,
,2,0.3,0.2,2,0,,
,2,0.3,0.2,2,0,,
,2,0.3,0.2,1,0,,
,2,0.3,0.2,1,1,,
,2,0.3,0.2,2,0,,
,2,0.3,0.2,2,1,,
,2,0.3,0.2,1,0,,
,3,0.7,0.8,1,1,,
,3,0.7,0.8,2,0,,
,3,0.7,0.8,1,1,,
,3,0.7,0.8,2,1,,
,3,0.7,0.8,2,0,,
,3,0.7,0.8,2,0,,
,3,0.7,0.8,1,0,,
,3,0.7,0.8,1,1,,
,3,0.7,0.8,2,1,,
,3,0.7,0.8,2,1,,
,3,0.7,0.8,1,0,,
,3,0.7,0.8,1,1,,
,3,0.7,0.8,2,1,,
,3,0.7,0.8,2,1,,
,3,0.7,0.8,1,0,,
,3,0.7,0.8,1,1,,
,3,0.7,0.8,2,1,,
,3,0.7,0.8,2,1,,
,3,0.7,0.8,1,1,,
,3,0.7,0.8,1,0,,
,3,0.7,0.8,2,1,,
,3,0.7,0.8,1,1,,
,3,0.7,0.8,2,0,,
,3,0.7,0.8,1,1,,
,3,0.7,0.8,2,1,,
,4,0.2,0.3,1,0,,
,4,0.2,0.3,2,1,,
,4,0.2,0.3,1,0,,
,4,0.2,0.3,2,0,,
,4,0.2,0.3,1,1,,
,4,0.2,0.3,1,0,,
,4,0.2,0.3,2,0,,
,4,0.2,0.3,2,1,,
,4,0.2,0.3,2,0,,
,4,0.2,0.3,1,0,,
,4,0.2,0.3,1,0,,
,4,0.2,0.3,1,0,,
,4,0.2,0.3,2,1,,
,4,0.2,0.3,2,1,,
,4,0.2,0.3,1,0,,
,4,0.2,0.3,1,1,,
,4,0.2,0.3,1,0,,
,4,0.2,0.3,2,0,,
,4,0.2,0.3,2,1,,
,4,0.2,0.3,1,0,,
,4,0.2,0.3,1,0,,
,4,0.2,0.3,1,1,,
,4,0.2,0.3,2,1,,
,4,0.2,0.3,2,0,,
,4,0.2,0.3,1,0,,

"name","game","prob",,"c","r","N",
"18708_1382383550921.csv",1,0.7,0.8,1,1,100,
,1,0.7,0.8,2,1,,
,1,0.7,0.8,2,1,,
,1,0.7,0.8,1,1,,
,1,0.7,0.8,1,1,,
,1,0.7,0.8,1,1,,
,1,0.7,0.8,1,0,,
,1,0.7,0.8,2,1,,
,1,0.7,0.8,2,0,,
,1,0.7,0.8,1,1,,
,1,0.7,0.8,1,1,,
,1,0.7,0.8,2,0,,
,1,0.7,0.8,1,1,,
,1,0.7,0.8,1,1,,
,1,0.7,0.8,1,1,,
,1,0.7,0.8,1,1,,
,1,0.7,0.8,1,0,,
,1,0.7,0.8,2,1,,
,1,0.7,0.8,1,0,,
,1,0.7,0.8,2,1,,
,1,0.7,0.8,2,1,,
,1,0.7,0.8,1,1,,
,1,0.7,0.8,2,1,,
,1,0.7,0.8,2,1,,
,1,0.7,0.8,2,1,,
,2,0.2,0.3,1,0,,
,2,0.2,0.3,1,1,,
,2,0.2,0.3,1,0,,
,2,0.2,0.3,1,0,,
,2,0.2,0.3,1,0,,
,2,0.2,0.3,2,1,,
,2,0.2,0.3,2,1,,
,2,0.2,0.3,2,0,,
,2,0.2,0.3,2,1,,
,2,0.2,0.3,2,0,,
,2,0.2,0.3,2,1,,
,2,0.2,0.3,1,0,,
,2,0.2,0.3,1,0,,
,2,0.2,0.3,1,0,,
,2,0.2,0.3,1,0,,
,2,0.2,0.3,2,0,,
,2,0.2,0.3,2,0,,
,2,0.2,0.3,2,0,,
,2,0.2,0.3,2,0,,
,2,0.2,0.3,1,0,,
,2,0.2,0.3,2,0,,
,2,0.2,0.3,1,1,,
,2,0.2,0.3,1,0,,
,2,0.2,0.3,1,0,,
,2,0.2,0.3,1,0,,
,3,0.8,0.7,1,1,,
,3,0.8,0.7,1,1,,
,3,0.8,0.7,2,1,,
,3,0.8,0.7,1,1,,
,3,0.8,0.7,2,1,,
,3,0.8,0.7,1,1,,
,3,0.8,0.7,1,1,,
,3,0.8,0.7,2,1,,
,3,0.8,0.7,2,1,,
,3,0.8,0.7,1,1,,
,3,0.8,0.7,2,1,,
,3,0.8,0.7,2,1,,
,3,0.8,0.7,2,0,,
,3,0.8,0.7,1,1,,
,3,0.8,0.7,1,1,,
,3,0.8,0.7,1,1,,
,3,0.8,0.7,2,1,,
,3,0.8,0.7,1,1,,
,3,0.8,0.7,2,1,,
,3,0.8,0.7,1,0,,
,3,0.8,0.7,2,1,,
,3,0.8,0.7,2,1,,
,3,0.8,0.7,2,1,,
,3,0.8,0.7,2,1,,
,3,0.8,0.7,2,1,,
,4,0.3,0.2,1,1,,
,4,0.3,0.2,2,1,,
,4,0.3,0.2,2,1,,
,4,0.3,0.2,2,0,,
,4,0.3,0.2,1,0,,
,4,0.3,0.2,1,0,,
,4,0.3,0.2,2,0,,
,4,0.3,0.2,1,0,,
,4,0.3,0.2,1,0,,
,4,0.3,0.2,2,0,,
,4,0.3,0.2,1,0,,
,4,0.3,0.2,2,0,,
,4,0.3,0.2,2,1,,
,4,0.3,0.2,2,1,,
,4,0.3,0.2,1,0,,
,4,0.3,0.2,2,1,,
,4,0.3,0.2,2,0,,
,4,0.3,0.2,1,0,,
,4,0.3,0.2,2,1,,
,4,0.3,0.2,2,0,,
,4,0.3,0.2,2,0,,
,4,0.3,0.2,2,1,,
,4,0.3,0.2,1,0,,
,4,0.3,0.2,2,0,,
,4,0.3,0.2,2,0,,

"name","game","prob",,"c","r","N",
"19040_1382383567620.csv",1,0.8,0.7,1,1,100,
,1,0.8,0.7,2,1,,
,1,0.8,0.7,1,0,,
,1,0.8,0.7,1,0,,
,1,0.8,0.7,2,0,,
,1,0.8,0.7,1,0,,
,1,0.8,0.7,1,0,,
,1,0.8,0.7,2,0,,
,1,0.8,0.7,1,1,,
,1,0.8,0.7,2,1,,
,1,0.8,0.7,1,1,,
,1,0.8,0.7,2,1,,
,1,0.8,0.7,1,1,,
,1,0.8,0.7,2,0,,
,1,0.8,0.7,1,1,,
,1,0.8,0.7,2,1,,
,1,0.8,0.7,1,1,,
,1,0.8,0.7,2,0,,
,1,0.8,0.7,2,1,,
,1,0.8,0.7,2,1,,
,1,0.8,0.7,2,1,,
,1,0.8,0.7,2,1,,
,1,0.8,0.7,2,0,,
,1,0.8,0.7,2,1,,
,1,0.8,0.7,1,1,,
,2,0.3,0.2,2,0,,
,2,0.3,0.2,1,0,,
,2,0.3,0.2,2,0,,
,2,0.3,0.2,1,0,,
,2,0.3,0.2,2,0,,
,2,0.3,0.2,1,1,,
,2,0.3,0.2,2,0,,
,2,0.3,0.2,1,1,,
,2,0.3,0.2,2,0,,
,2,0.3,0.2,1,0,,
,2,0.3,0.2,2,0,,
,2,0.3,0.2,1,0,,
,2,0.3,0.2,2,0,,
,2,0.3,0.2,2,0,,
,2,0.3,0.2,1,0,,
,2,0.3,0.2,2,1,,
,2,0.3,0.2,2,0,,
,2,0.3,0.2,2,1,,
,2,0.3,0.2,2,0,,
,2,0.3,0.2,2,0,,
,2,0.3,0.2,2,0,,
,2,0.3,0.2,2,0,,
,2,0.3,0.2,2,0,,
,2,0.3,0.2,2,0,,
,2,0.3,0.2,2,0,,
,3,0.7,0.8,2,1,,
,3,0.7,0.8,1,1,,
,3,0.7,0.8,1,1,,
,3,0.7,0.8,2,1,,
,3,0.7,0.8,1,1,,
,3,0.7,0.8,2,1,,
,3,0.7,0.8,1,0,,
,3,0.7,0.8,2,1,,
,3,0.7,0.8,1,0,,
,3,0.7,0.8,2,1,,
,3,0.7,0.8,2,1,,
,3,0.7,0.8,2,1,,
,3,0.7,0.8,2,1,,
,3,0.7,0.8,2,1,,
,3,0.7,0.8,2,1,,
