"name","game","prob",,"c","r","N",
,4,0.4,0.2,2,0,,
,4,0.4,0.2,2,0,,
,4,0.4,0.2,1,0,,
,4,0.4,0.2,1,0,,
,4,0.4,0.2,2,0,,
,4,0.4,0.2,1,0,,
,4,0.4,0.2,2,0,,
,4,0.4,0.2,2,1,,
,4,0.4,0.2,1,0,,
,4,0.4,0.2,2,0,,
,4,0.4,0.2,2,1,,
,4,0.4,0.2,1,0,,
,4,0.4,0.2,1,1,,
,4,0.4,0.2,2,1,,
,4,0.4,0.2,2,0,,
,4,0.4,0.2,2,0,,
,4,0.4,0.2,1,0,,
,4,0.4,0.2,1,0,,
,4,0.4,0.2,2,0,,
,4,0.4,0.2,2,0,,
,4,0.4,0.2,2,1,,
,4,0.4,0.2,1,0,,
,4,0.4,0.2,1,0,,

"name","game","prob",,"c","r","N",
"01902_1381597405591.csv",1,0.9,0.8,1,1,100,
,1,0.9,0.8,1,1,,
,1,0.9,0.8,2,1,,
,1,0.9,0.8,1,1,,
,1,0.9,0.8,2,1,,
,1,0.9,0.8,1,1,,
,1,0.9,0.8,2,1,,
,1,0.9,0.8,1,1,,
,1,0.9,0.8,2,1,,
,1,0.9,0.8,1,1,,
,1,0.9,0.8,1,0,,
,1,0.9,0.8,2,1,,
,1,0.9,0.8,2,1,,
,1,0.9,0.8,2,1,,
,1,0.9,0.8,1,1,,
,1,0.9,0.8,1,1,,
,1,0.9,0.8,2,1,,
,1,0.9,0.8,1,1,,
,1,0.9,0.8,2,1,,
,1,0.9,0.8,1,1,,
,1,0.9,0.8,1,1,,
,1,0.9,0.8,1,0,,
,1,0.9,0.8,2,1,,
,1,0.9,0.8,2,1,,
,1,0.9,0.8,2,1,,
,2,0.8,0.9,1,1,,
,2,0.8,0.9,1,1,,
,2,0.8,0.9,1,0,,
,2,0.8,0.9,2,1,,
,2,0.8,0.9,2,1,,
,2,0.8,0.9,2,0,,
,2,0.8,0.9,1,1,,
,2,0.8,0.9,1,0,,
,2,0.8,0.9,2,1,,
,2,0.8,0.9,2,1,,
,2,0.8,0.9,2,1,,
,2,0.8,0.9,2,1,,
,2,0.8,0.9,2,1,,
,2,0.8,0.9,2,1,,
,2,0.8,0.9,2,0,,
,2,0.8,0.9,1,1,,
,2,0.8,0.9,1,1,,
,2,0.8,0.9,2,1,,
,2,0.8,0.9,1,1,,
,2,0.8,0.9,1,1,,
,2,0.8,0.9,1,1,,
,2,0.8,0.9,1,0,,
,2,0.8,0.9,2,1,,
,2,0.8,0.9,2,0,,
,2,0.8,0.9,2,1,,
,3,0.1,0.2,1,0,,
,3,0.1,0.2,2,0,,
,3,0.1,0.2,1,0,,
,3,0.1,0.2,1,0,,
,3,0.1,0.2,1,0,,
,3,0.1,0.2,2,0,,
,3,0.1,0.2,2,0,,
,3,0.1,0.2,2,1,,
,3,0.1,0.2,2,0,,
,3,0.1,0.2,1,0,,
,3,0.1,0.2,1,0,,
,3,0.1,0.2,1,0,,
,3,0.1,0.2,1,0,,
,3,0.1,0.2,2,1,,
,3,0.1,0.2,2,0,,
,3,0.1,0.2,2,0,,
,3,0.1,0.2,2,0,,
,3,0.1,0.2,2,0,,
,3,0.1,0.2,2,0,,
,3,0.1,0.2,1,0,,
,3,0.1,0.2,1,0,,
,3,0.1,0.2,1,0,,
,3,0.1,0.2,1,0,,
,3,0.1,0.2,2,1,,
,3,0.1,0.2,2,0,,
,4,0.2,0.1,1,1,,
,4,0.2,0.1,1,0,,
,4,0.2,0.1,2,0,,
,4,0.2,0.1,2,0,,
,4,0.2,0.1,1,0,,
,4,0.2,0.1,1,0,,
,4,0.2,0.1,2,0,,
,4,0.2,0.1,2,0,,
,4,0.2,0.1,2,0,,
,4,0.2,0.1,2,0,,
,4,0.2,0.1,2,0,,
,4,0.2,0.1,1,0,,
,4,0.2,0.1,1,0,,
,4,0.2,0.1,1,0,,
,4,0.2,0.1,1,0,,
,4,0.2,0.1,1,1,,
,4,0.2,0.1,1,0,,
,4,0.2,0.1,1,1,,
,4,0.2,0.1,1,1,,
,4,0.2,0.1,1,0,,
,4,0.2,0.1,1,0,,
,4,0.2,0.1,1,0,,
,4,0.2,0.1,1,0,,
,4,0.2,0.1,1,0,,
,4,0.2,0.1,1,0,,

"name","game","prob",,"c","r","N",
"02475_1381586917864.csv",1,0.1,0.2,2,0,100,
,1,0.1,0.2,2,0,,
,1,0.1,0.2,1,0,,
,1,0.1,0.2,1,0,,
,1,0.1,0.2,1,0,,
,1,0.1,0.2,1,0,,
,1,0.1,0.2,2,0,,
,1,0.1,0.2,1,1,,
,1,0.1,0.2,2,1,,
,1,0.1,0.2,1,0,,
,1,0.1,0.2,2,0,,
,1,0.1,0.2,1,0,,
,1,0.1,0.2,2,1,,
,1,0.1,0.2,2,0,,
,1,0.1,0.2,1,0,,
,1,0.1,0.2,2,0,,
,1,0.1,0.2,1,0,,
,1,0.1,0.2,2,0,,
,1,0.1,0.2,2,0,,
,1,0.1,0.2,1,0,,
,1,0.1,0.2,1,0,,
,1,0.1,0.2,1,0,,
,1,0.1,0.2,1,1,,
,1,0.1,0.2,1,0,,
,1,0.1,0.2,2,0,,
,2,0.8,0.9,1,1,,
,2,0.8,0.9,1,0,,
,2,0.8,0.9,2,0,,
,2,0.8,0.9,2,1,,
,2,0.8,0.9,1,1,,
,2,0.8,0.9,2,1,,
,2,0.8,0.9,1,1,,
,2,0.8,0.9,2,1,,
,2,0.8,0.9,1,0,,
,2,0.8,0.9,2,1,,
,2,0.8,0.9,1,1,,
,2,0.8,0.9,2,1,,
,2,0.8,0.9,1,1,,
,2,0.8,0.9,2,1,,
,2,0.8,0.9,1,1,,
,2,0.8,0.9,2,1,,
,2,0.8,0.9,2,0,,
,2,0.8,0.9,1,1,,
,2,0.8,0.9,2,1,,
,2,0.8,0.9,1,1,,
,2,0.8,0.9,2,1,,
,2,0.8,0.9,1,1,,
,2,0.8,0.9,2,1,,
,2,0.8,0.9,1,0,,
,2,0.8,0.9,2,1,,
,3,0.2,0.1,1,0,,
,3,0.2,0.1,2,0,,
,3,0.2,0.1,2,0,,
,3,0.2,0.1,2,0,,
,3,0.2,0.1,2,0,,
,3,0.2,0.1,2,0,,
,3,0.2,0.1,1,1,,
,3,0.2,0.1,2,0,,
,3,0.2,0.1,1,0,,
,3,0.2,0.1,1,1,,
,3,0.2,0.1,2,0,,
,3,0.2,0.1,1,1,,
,3,0.2,0.1,1,0,,
,3,0.2,0.1,2,0,,
,3,0.2,0.1,1,0,,
,3,0.2,0.1,1,0,,
,3,0.2,0.1,1,0,,
,3,0.2,0.1,1,0,,
,3,0.2,0.1,2,0,,
,3,0.2,0.1,2,1,,
,3,0.2,0.1,2,0,,
,3,0.2,0.1,2,0,,
,3,0.2,0.1,2,0,,
,3,0.2,0.1,2,0,,
,3,0.2,0.1,2,0,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,1,0,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,2,0,,

"name","game","prob",,"c","r","N",
"04448_1382351919390.csv",1,0.2,0.1,2,0,100,
,1,0.2,0.1,1,0,,
,1,0.2,0.1,1,0,,
,1,0.2,0.1,1,0,,
,1,0.2,0.1,2,0,,
,1,0.2,0.1,2,0,,
,1,0.2,0.1,1,0,,
,1,0.2,0.1,2,0,,
,1,0.2,0.1,1,0,,
,1,0.2,0.1,2,0,,
,1,0.2,0.1,2,1,,
,1,0.2,0.1,2,0,,
,1,0.2,0.1,1,1,,
,1,0.2,0.1,1,0,,
,1,0.2,0.1,2,0,,
,1,0.2,0.1,1,0,,
,1,0.2,0.1,1,0,,
,1,0.2,0.1,1,0,,
,1,0.2,0.1,1,0,,
,1,0.2,0.1,2,0,,
,1,0.2,0.1,2,0,,
,1,0.2,0.1,2,0,,
,1,0.2,0.1,2,0,,
,1,0.2,0.1,2,0,,
,1,0.2,0.1,1,1,,
,2,0.9,0.8,1,1,,
,2,0.9,0.8,1,1,,
,2,0.9,0.8,1,1,,
,2,0.9,0.8,1,1,,
,2,0.9,0.8,1,1,,
,2,0.9,0.8,1,1,,
,2,0.9,0.8,1,0,,
,2,0.9,0.8,2,1,,
,2,0.9,0.8,2,1,,
,2,0.9,0.8,2,0,,
,2,0.9,0.8,1,1,,
,2,0.9,0.8,1,0,,
,2,0.9,0.8,2,1,,
,2,0.9,0.8,2,1,,
,2,0.9,0.8,2,1,,
,2,0.9,0.8,2,1,,
,2,0.9,0.8,2,0,,
,2,0.9,0.8,1,1,,
,2,0.9,0.8,1,1,,
,2,0.9,0.8,1,1,,
,2,0.9,0.8,1,1,,
,2,0.9,0.8,1,1,,
,2,0.9,0.8,1,1,,
,2,0.9,0.8,1,1,,
,2,0.9,0.8,1,0,,
,3,0.8,0.9,1,1,,
,3,0.8,0.9,1,1,,
,3,0.8,0.9,1,1,,
,3,0.8,0.9,1,1,,
,3,0.8,0.9,1,0,,
,3,0.8,0.9,2,1,,
,3,0.8,0.9,2,1,,
,3,0.8,0.9,2,1,,
,3,0.8,0.9,2,1,,
,3,0.8,0.9,2,1,,
,3,0.8,0.9,2,1,,
,3,0.8,0.9,2,1,,
,3,0.8,0.9,2,1,,
,3,0.8,0.9,2,1,,
,3,0.8,0.9,2,1,,
,3,0.8,0.9,2,1,,
,3,0.8,0.9,2,0,,
,3,0.8,0.9,1,1,,
,3,0.8,0.9,1,0,,
,3,0.8,0.9,2,1,,
,3,0.8,0.9,2,1,,
,3,0.8,0.9,2,0,,
,3,0.8,0.9,1,1,,
,3,0.8,0.9,1,1,,
,3,0.8,0.9,1,1,,
,4,0.1,0.2,1,0,,
,4,0.1,0.2,2,0,,
,4,0.1,0.2,1,0,,
,4,0.1,0.2,1,1,,
,4,0.1,0.2,1,0,,
,4,0.1,0.2,2,0,,
,4,0.1,0.2,2,0,,
,4,0.1,0.2,2,0,,
,4,0.1,0.2,2,0,,
,4,0.1,0.2,1,0,,
,4,0.1,0.2,1,0,,
,4,0.1,0.2,1,0,,
,4,0.1,0.2,1,0,,
,4,0.1,0.2,1,0,,
,4,0.1,0.2,2,0,,
,4,0.1,0.2,2,0,,
,4,0.1,0.2,1,0,,
,4,0.1,0.2,1,1,,
,4,0.1,0.2,1,0,,
,4,0.1,0.2,2,1,,
,4,0.1,0.2,2,1,,
,4,0.1,0.2,2,1,,
,4,0.1,0.2,2,0,,
,4,0.1,0.2,1,0,,
,4,0.1,0.2,1,0,,

"name","game","prob",,"c","r","N",
"05321_1382345673500.csv",1,0.8,0.9,1,0,100,
,1,0.8,0.9,1,0,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,2,0,,
,1,0.8,0.9,2,0,,
,1,0.8,0.9,1,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,2,0,,
,1,0.8,0.9,1,1,,
,1,0.8,0.9,1,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,1,0,,
,1,0.8,0.9,1,1,,
,1,0.8,0.9,1,0,,
,1,0.8,0.9,2,1,,
,2,0.1,0.2,2,0,,
,2,0.1,0.2,2,0,,
,2,0.1,0.2,1,0,,
,2,0.1,0.2,2,0,,
,2,0.1,0.2,2,0,,
,2,0.1,0.2,2,0,,
,2,0.1,0.2,1,0,,
,2,0.1,0.2,1,0,,
,2,0.1,0.2,1,0,,
,2,0.1,0.2,2,0,,
,2,0.1,0.2,2,0,,
,2,0.1,0.2,1,0,,
,2,0.1,0.2,2,1,,
,2,0.1,0.2,1,0,,
,2,0.1,0.2,2,1,,
,2,0.1,0.2,2,1,,
,2,0.1,0.2,2,1,,
,2,0.1,0.2,2,0,,
,2,0.1,0.2,1,0,,
,2,0.1,0.2,2,0,,
,2,0.1,0.2,2,0,,
,2,0.1,0.2,2,0,,
,2,0.1,0.2,2,1,,
,2,0.1,0.2,2,0,,
,2,0.1,0.2,1,0,,
,3,0.2,0.1,1,1,,
,3,0.2,0.1,1,0,,
,3,0.2,0.1,1,0,,
,3,0.2,0.1,2,0,,
,3,0.2,0.1,1,0,,
,3,0.2,0.1,2,0,,
,3,0.2,0.1,2,0,,
,3,0.2,0.1,2,0,,
,3,0.2,0.1,1,0,,
,3,0.2,0.1,1,0,,
,3,0.2,0.1,1,0,,
,3,0.2,0.1,1,0,,
,3,0.2,0.1,1,0,,
,3,0.2,0.1,1,0,,
,3,0.2,0.1,1,0,,
,3,0.2,0.1,2,0,,
,3,0.2,0.1,2,0,,
,3,0.2,0.1,2,0,,
,3,0.2,0.1,1,0,,
,3,0.2,0.1,2,0,,
,3,0.2,0.1,1,1,,
,3,0.2,0.1,1,0,,
,3,0.2,0.1,2,0,,
,3,0.2,0.1,1,0,,
,3,0.2,0.1,2,1,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,2,0,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,2,0,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,2,0,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,1,1,,

"name","game","prob",,"c","r","N",
"08674_1382319653336.csv",1,0.8,0.9,1,1,100,
,1,0.8,0.9,1,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,1,0,,
,1,0.8,0.9,1,1,,
,1,0.8,0.9,1,0,,
,1,0.8,0.9,1,0,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,1,1,,
,1,0.8,0.9,1,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,1,0,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,1,1,,
,1,0.8,0.9,1,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,2,1,,
,2,0.2,0.1,1,0,,
,2,0.2,0.1,1,0,,
,2,0.2,0.1,1,0,,
,2,0.2,0.1,2,0,,
,2,0.2,0.1,1,0,,
,2,0.2,0.1,1,0,,
,2,0.2,0.1,2,0,,
,2,0.2,0.1,1,0,,
,2,0.2,0.1,2,0,,
,2,0.2,0.1,1,0,,
,2,0.2,0.1,1,1,,
,2,0.2,0.1,1,0,,
,2,0.2,0.1,2,1,,
,2,0.2,0.1,2,0,,
,2,0.2,0.1,1,0,,
,2,0.2,0.1,1,0,,
,2,0.2,0.1,1,0,,
,2,0.2,0.1,2,0,,
,2,0.2,0.1,2,0,,
,2,0.2,0.1,2,0,,
,2,0.2,0.1,2,0,,
,2,0.2,0.1,2,0,,
,2,0.2,0.1,1,0,,
,2,0.2,0.1,1,0,,
,2,0.2,0.1,1,1,,
,3,0.9,0.8,2,0,,
,3,0.9,0.8,1,1,,
,3,0.9,0.8,1,1,,
,3,0.9,0.8,1,1,,
,3,0.9,0.8,1,1,,
,3,0.9,0.8,1,1,,
,3,0.9,0.8,2,1,,
,3,0.9,0.8,1,1,,
,3,0.9,0.8,2,1,,
,3,0.9,0.8,2,1,,
,3,0.9,0.8,2,1,,
,3,0.9,0.8,2,1,,
,3,0.9,0.8,1,1,,
,3,0.9,0.8,2,1,,
,3,0.9,0.8,1,1,,
,3,0.9,0.8,2,1,,
,3,0.9,0.8,2,1,,
,3,0.9,0.8,1,1,,
,3,0.9,0.8,1,1,,
,3,0.9,0.8,2,0,,
,3,0.9,0.8,2,1,,
,3,0.9,0.8,2,1,,
,3,0.9,0.8,1,1,,
,3,0.9,0.8,1,1,,
,3,0.9,0.8,1,0,,
,4,0.1,0.2,1,0,,
,4,0.1,0.2,2,1,,
,4,0.1,0.2,2,0,,
,4,0.1,0.2,2,0,,
,4,0.1,0.2,1,1,,
,4,0.1,0.2,1,0,,
,4,0.1,0.2,1,0,,
,4,0.1,0.2,1,0,,
,4,0.1,0.2,1,0,,
,4,0.1,0.2,1,0,,
,4,0.1,0.2,2,0,,
,4,0.1,0.2,2,0,,
,4,0.1,0.2,2,0,,
,4,0.1,0.2,2,0,,
,4,0.1,0.2,2,0,,
,4,0.1,0.2,2,0,,
,4,0.1,0.2,2,0,,
,4,0.1,0.2,2,0,,
,4,0.1,0.2,2,0,,
,4,0.1,0.2,1,0,,
,4,0.1,0.2,1,0,,
,4,0.1,0.2,1,0,,
,4,0.1,0.2,1,0,,
,4,0.1,0.2,1,0,,
,4,0.1,0.2,1,0,,

"name","game","prob",,"c","r","N",
"09457_1382319102487.csv",1,0.2,0.1,1,0,100,
,1,0.2,0.1,1,0,,
,1,0.2,0.1,1,0,,
,1,0.2,0.1,2,0,,
,1,0.2,0.1,1,0,,
,1,0.2,0.1,1,0,,
,1,0.2,0.1,2,0,,
,1,0.2,0.1,2,0,,
,1,0.2,0.1,1,0,,
,1,0.2,0.1,1,0,,
,1,0.2,0.1,2,0,,
,1,0.2,0.1,2,0,,
,1,0.2,0.1,1,1,,
,1,0.2,0.1,2,0,,
,1,0.2,0.1,1,0,,
,1,0.2,0.1,2,0,,
,1,0.2,0.1,1,0,,
,1,0.2,0.1,1,0,,
,1,0.2,0.1,2,0,,
,1,0.2,0.1,1,0,,
,1,0.2,0.1,2,0,,
,1,0.2,0.1,1,1,,
,1,0.2,0.1,2,0,,
,1,0.2,0.1,1,0,,
,1,0.2,0.1,2,0,,
,2,0.8,0.9,1,1,,
,2,0.8,0.9,2,1,,
,2,0.8,0.9,1,0,,
,2,0.8,0.9,2,1,,
,2,0.8,0.9,1,0,,
,2,0.8,0.9,2,1,,
,2,0.8,0.9,1,1,,
,2,0.8,0.9,2,1,,
,2,0.8,0.9,1,1,,
,2,0.8,0.9,2,1,,
,2,0.8,0.9,1,1,,
,2,0.8,0.9,2,1,,
,2,0.8,0.9,1,1,,
,2,0.8,0.9,2,1,,
,2,0.8,0.9,2,1,,
,2,0.8,0.9,1,1,,
,2,0.8,0.9,2,1,,
,2,0.8,0.9,1,0,,
,2,0.8,0.9,2,1,,
,2,0.8,0.9,1,1,,
,2,0.8,0.9,2,1,,
,2,0.8,0.9,1,0,,
,2,0.8,0.9,2,1,,
,2,0.8,0.9,1,1,,
,2,0.8,0.9,2,1,,
,3,0.1,0.2,1,0,,
,3,0.1,0.2,2,0,,
,3,0.1,0.2,1,0,,
,3,0.1,0.2,2,0,,
,3,0.1,0.2,1,0,,
,3,0.1,0.2,2,1,,
,3,0.1,0.2,1,0,,
,3,0.1,0.2,2,0,,
,3,0.1,0.2,1,0,,
,3,0.1,0.2,2,0,,
,3,0.1,0.2,1,0,,
,3,0.1,0.2,2,0,,
,3,0.1,0.2,1,0,,
,3,0.1,0.2,2,0,,
,3,0.1,0.2,1,0,,
,3,0.1,0.2,2,0,,
,3,0.1,0.2,1,0,,
,3,0.1,0.2,2,0,,
,3,0.1,0.2,1,0,,
,3,0.1,0.2,2,0,,
,3,0.1,0.2,1,0,,
,3,0.1,0.2,2,0,,
,3,0.1,0.2,1,0,,
,3,0.1,0.2,2,0,,
,3,0.1,0.2,1,0,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,1,0,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,2,0,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,2,0,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,2,0,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,2,0,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,1,1,,

"name","game","prob",,"c","r","N",
"10127_1382319128093.csv",1,0.8,0.9,2,1,100,
,1,0.8,0.9,1,1,,
,1,0.8,0.9,1,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,1,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,2,0,,
,1,0.8,0.9,1,1,,
,1,0.8,0.9,1,0,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,1,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,1,1,,
,1,0.8,0.9,1,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,1,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,1,1,,
,1,0.8,0.9,2,1,,
,2,0.2,0.1,2,1,,
,2,0.2,0.1,1,0,,
,2,0.2,0.1,2,0,,
,2,0.2,0.1,2,0,,
,2,0.2,0.1,2,0,,
,2,0.2,0.1,1,0,,
,2,0.2,0.1,1,0,,
,2,0.2,0.1,2,0,,
,2,0.2,0.1,2,0,,
,2,0.2,0.1,2,0,,
,2,0.2,0.1,2,0,,
,2,0.2,0.1,1,0,,
,2,0.2,0.1,1,0,,
,2,0.2,0.1,2,0,,
,2,0.2,0.1,1,0,,
,2,0.2,0.1,1,0,,
,2,0.2,0.1,1,0,,
,2,0.2,0.1,2,0,,
,2,0.2,0.1,2,1,,
,2,0.2,0.1,1,1,,
,2,0.2,0.1,1,0,,
,2,0.2,0.1,2,0,,
,2,0.2,0.1,2,0,,
,2,0.2,0.1,2,0,,
,2,0.2,0.1,2,0,,
,3,0.1,0.2,1,0,,
,3,0.1,0.2,1,0,,
,3,0.1,0.2,1,1,,
,3,0.1,0.2,2,0,,
,3,0.1,0.2,2,0,,
,3,0.1,0.2,2,0,,
,3,0.1,0.2,2,0,,
,3,0.1,0.2,1,0,,
,3,0.1,0.2,1,0,,
,3,0.1,0.2,1,0,,
,3,0.1,0.2,2,0,,
,3,0.1,0.2,2,0,,
,3,0.1,0.2,2,0,,
,3,0.1,0.2,2,1,,
,3,0.1,0.2,2,0,,
,3,0.1,0.2,2,0,,
,3,0.1,0.2,2,0,,
,3,0.1,0.2,2,0,,
,3,0.1,0.2,1,0,,
,3,0.1,0.2,1,0,,
,3,0.1,0.2,1,0,,
,3,0.1,0.2,1,0,,
,3,0.1,0.2,2,0,,
,3,0.1,0.2,2,0,,
,3,0.1,0.2,2,0,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,2,0,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,1,0,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,1,1,,
,4,0.9,0.8,2,1,,
,4,0.9,0.8,2,1,,

"name","game","prob",,"c","r","N",
"13590_1397258171976.csv",1,0.8,0.9,1,1,100,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,1,0,,
,1,0.8,0.9,1,1,,
,1,0.8,0.9,1,1,,
,1,0.8,0.9,1,1,,
,1,0.8,0.9,1,1,,
,1,0.8,0.9,1,1,,
,1,0.8,0.9,1,1,,
,1,0.8,0.9,1,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,2,0,,
,1,0.8,0.9,1,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,1,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,1,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,1,1,,
,1,0.8,0.9,2,1,,
,1,0.8,0.9,1,1,,
,1,0.8,0.9,2,1,,
,2,0.9,0.8,1,1,,
,2,0.9,0.8,2,1,,
,2,0.9,0.8,1,1,,
,2,0.9,0.8,2,1,,
,2,0.9,0.8,1,1,,
,2,0.9,0.8,2,1,,
,2,0.9,0.8,1,0,,
,2,0.9,0.8,2,1,,
,2,0.9,0.8,1,1,,
,2,0.9,0.8,2,1,,
,2,0.9,0.8,1,1,,
,2,0.9,0.8,2,1,,
,2,0.9,0.8,1,1,,
,2,0.9,0.8,2,1,,
,2,0.9,0.8,1,1,,
,2,0.9,0.8,2,1,,
,2,0.9,0.8,1,1,,
,2,0.9,0.8,2,1,,
,2,0.9,0.8,1,0,,
,2,0.9,0.8,2,1,,
,2,0.9,0.8,2,1,,
,2,0.9,0.8,2,1,,
,2,0.9,0.8,2,0,,
,2,0.9,0.8,1,1,,
,2,0.9,0.8,1,1,,
,3,0.2,0.1,1,0,,
,3,0.2,0.1,2,0,,
,3,0.2,0.1,1,0,,
,3,0.2,0.1,1,1,,
,3,0.2,0.1,1,0,,
,3,0.2,0.1,1,0,,
,3,0.2,0.1,2,0,,
,3,0.2,0.1,2,0,,
,3,0.2,0.1,2,0,,
,3,0.2,0.1,1,0,,
,3,0.2,0.1,2,0,,
,3,0.2,0.1,1,0,,
,3,0.2,0.1,2,0,,
,3,0.2,0.1,1,0,,
,3,0.2,0.1,1,0,,
,3,0.2,0.1,1,0,,
,3,0.2,0.1,1,0,,
,3,0.2,0.1,2,0,,
,3,0.2,0.1,1,1,,
,3,0.2,0.1,1,1,,
,3,0.2,0.1,1,0,,
,3,0.2,0.1,2,0,,
,3,0.2,0.1,2,0,,
,3,0.2,0.1,2,1,,
,3,0.2,0.1,2,0,,
,4,0.1,0.2,1,0,,
,4,0.1,0.2,1,0,,
,4,0.1,0.2,1,0,,
,4,0.1,0.2,2,1,,
,4,0.1,0.2,2,0,,
,4,0.1,0.2,1,1,,
,4,0.1,0.2,1,0,,
,4,0.1,0.2,2,0,,
,4,0.1,0.2,1,1,,
